customer_id,region,edad,genero,tipo_contrato,antiguedad_meses,plan,tiene_internet,velocidad_mbps,tiene_tv,tiene_linea_movil,num_servicios,factura_mensual_clp,metodo_pago,dias_mora_hist,reclamos_12m,llamadas_soporte_6m,nps,descuento_activo,meses_sin_reajuste,ingreso_estimado_clp,cambios_plan_12m,mora_90d
CTL-21798,Metropolitana,44.0,Masculino,Anual,7,Premium,1,200.0,1,1,3,57179.0,Débito automático,7,2,3,9.0,Sí,3.0,482364.0,0,0
CTL-21799,Metropolitana,18.0,Masculino,Mensual,43,Básico,1,200.0,0,0,1,15790.0,Débito automático,2,1,1,6.3,No,4.0,663812.0,0,0
CTL-21800,Metropolitana,32.0,Masculino,Bianual,20,Estándar,1,100.0,0,1,2,35421.0,Débito automático,3,0,0,2.4,No,22.0,627416.0,0,1
CTL-21801,Antofagasta,35.0,Femenino,Mensual,7,Básico,1,200.0,0,1,2,20298.0,WebPay,1,1,1,,No,10.0,763834.0,0,0
CTL-21802,Araucanía,18.0,,Anual,1,Estándar,0,,1,0,1,28546.0,WebPay,2,1,2,6.6,No,14.0,931918.0,2,0
CTL-21803,Valparaíso,25.0,Femenino,Mensual,18,Básico,1,100.0,1,0,2,17987.0,Efectivo,15,0,0,4.4,Sí,21.0,1204436.0,3,0
CTL-21804,Metropolitana,18.0,Femenino,Anual,39,Estándar,0,,1,1,2,31581.0,Cheque,12,3,3,6.8,Sí,,824544.0,0,0
CTL-21805,Valparaíso,41.0,Femenino,Mensual,13,Premium,1,200.0,0,1,2,48163.0,Débito automático,1,2,2,9.5,Sí,8.0,,0,0
CTL-21806,O'Higgins,53.0,Masculino,Anual,8,Premium,0,,1,1,2,46636.0,Cheque,9,3,2,7.1,No,,439534.0,3,1
CTL-21807,Maule,57.0,Femenino,Mensual,15,Estándar,1,500.0,1,1,3,30845.0,Débito automático,1,3,2,5.0,No,18.0,937202.0,0,1
CTL-21808,Metropolitana,47.0,Femenino,Anual,90,Premium,1,200.0,1,1,3,55008.0,Transferencia,15,2,1,4.1,No,11.0,366485.0,0,0
CTL-21809,Metropolitana,28.0,Femenino,Mensual,16,Premium,1,500.0,1,0,2,45403.0,Débito automático,21,1,1,7.5,Sí,,427541.0,0,0
CTL-21810,Metropolitana,18.0,Masculino,Anual,9,Estándar,1,100.0,1,1,3,31400.0,Débito automático,4,0,2,7.0,No,19.0,574398.0,0,0
CTL-21811,Maule,18.0,Masculino,Mensual,24,Estándar,1,50.0,0,0,1,30683.0,Débito automático,0,2,4,10.0,No,0.0,,2,0
CTL-21812,O'Higgins,24.0,,Mensual,47,Premium,1,200.0,0,1,2,46672.0,Débito automático,2,2,5,4.8,No,7.0,270102.0,0,0
CTL-21813,Metropolitana,29.0,Masculino,Mensual,1,Estándar,1,500.0,0,0,1,30215.0,Débito automático,6,1,1,5.3,Sí,22.0,935658.0,0,0
CTL-21814,Metropolitana,39.0,Femenino,Bianual,23,Básico,0,,0,0,1,17949.0,Débito automático,0,2,1,5.1,No,18.0,509803.0,0,0
CTL-21815,Metropolitana,27.0,Masculino,Anual,51,Premium,1,200.0,0,1,2,45691.0,Débito automático,24,1,5,5.7,Sí,,666351.0,1,0
CTL-21816,Antofagasta,46.0,Femenino,Mensual,7,Básico,1,50.0,1,0,2,30138.0,Débito automático,2,1,3,5.2,No,,364718.0,0,0
CTL-21817,Metropolitana,38.0,Femenino,Bianual,72,Premium,1,100.0,0,1,2,52214.0,Débito automático,9,1,2,5.7,No,3.0,631053.0,1,0
CTL-21818,O'Higgins,42.0,Masculino,Anual,25,Premium,1,200.0,0,1,2,46291.0,Transferencia,19,1,1,6.8,Sí,29.0,,0,1
CTL-21819,Maule,57.0,Masculino,Mensual,21,Premium,1,100.0,1,1,3,51740.0,WebPay,0,2,4,8.9,No,21.0,733679.0,0,0
CTL-21820,Valparaíso,25.0,Femenino,Anual,93,Básico,1,100.0,1,1,3,28205.0,Transferencia,2,2,3,3.5,No,35.0,303832.0,2,1
CTL-21821,Metropolitana,47.0,Femenino,Mensual,4,Premium,1,50.0,0,0,1,42988.0,Débito automático,16,2,2,5.4,No,23.0,,1,0
CTL-21822,Metropolitana,41.0,Masculino,Mensual,38,Estándar,1,1000.0,1,0,2,30672.0,WebPay,0,1,2,6.4,No,11.0,611784.0,0,0
CTL-21823,Maule,37.0,Masculino,Anual,48,Premium,0,,0,0,1,41110.0,Débito automático,2,2,5,7.7,No,13.0,1070139.0,0,0
CTL-21824,O'Higgins,54.0,Femenino,Mensual,19,Estándar,1,50.0,1,0,2,22262.0,WebPay,8,1,2,8.6,No,23.0,300879.0,0,0
CTL-21825,Maule,-5.0,Femenino,Mensual,1,Básico,1,50.0,1,0,2,21088.0,Transferencia,0,2,2,5.1,No,14.0,,0,1
CTL-21826,Biobío,28.0,Femenino,Anual,21,Básico,1,100.0,1,0,2,24168.0,Débito automático,1,3,4,6.6,No,19.0,494777.0,0,0
CTL-21827,Metropolitana,39.0,Femenino,Bianual,5,Básico,1,200.0,1,1,3,33090.0,Débito automático,4,0,2,4.2,No,17.0,1230901.0,2,0
CTL-21828,Antofagasta,45.0,Femenino,Mensual,24,Estándar,1,200.0,0,0,1,26641.0,Débito automático,1,1,4,10.0,Sí,22.0,453950.0,0,0
CTL-21829,O'Higgins,38.0,Masculino,Mensual,38,Básico,1,1000.0,1,1,3,23834.0,Efectivo,3,1,1,8.5,No,32.0,879411.0,2,1
CTL-21830,Metropolitana,50.0,Femenino,Anual,22,Estándar,1,500.0,1,1,3,36619.0,WebPay,4,1,2,5.2,No,23.0,432146.0,0,0
CTL-21831,Atacama,45.0,Prefiero no decir,Anual,28,Estándar,1,200.0,1,0,2,28675.0,Efectivo,1,0,3,9.6,No,12.0,598131.0,1,0
CTL-21832,Maule,67.0,Masculino,Bianual,4,Estándar,1,200.0,1,1,3,30668.0,Débito automático,6,2,1,6.6,No,6.0,264368.0,1,0
CTL-21833,Biobío,20.0,Femenino,Mensual,3,Básico,1,200.0,1,1,3,26269.0,Débito automático,3,0,1,7.4,No,9.0,687008.0,0,0
CTL-21834,Araucanía,40.0,Masculino,Anual,54,Estándar,1,100.0,1,0,2,31524.0,Transferencia,1,0,3,4.5,No,13.0,1586901.0,0,0
CTL-21835,O'Higgins,29.0,Masculino,Mensual,2,Premium,1,500.0,0,1,2,53232.0,Débito automático,6,1,2,4.4,No,24.0,335887.0,1,0
CTL-21836,Maule,50.0,No binario,Anual,10,Estándar,1,50.0,1,1,3,42758.0,Transferencia,0,3,0,7.4,No,14.0,1615227.0,0,0
CTL-21837,Metropolitana,19.0,Masculino,Mensual,78,Básico,1,100.0,1,0,2,16926.0,Transferencia,23,1,1,9.4,Sí,4.0,321632.0,1,0
CTL-21838,Valparaíso,46.0,Masculino,Bianual,18,Estándar,1,1000.0,1,1,3,40804.0,WebPay,11,0,2,6.9,No,17.0,466450.0,1,0
CTL-21839,Coquimbo,33.0,Femenino,Mensual,32,Estándar,1,200.0,1,1,3,42180.0,WebPay,4,2,3,6.3,No,12.0,,1,0
CTL-21840,Metropolitana,31.0,Masculino,Anual,8,Básico,1,100.0,1,0,2,20650.0,WebPay,0,2,0,5.1,No,25.0,353275.0,0,0
CTL-21841,Valparaíso,21.0,Femenino,Mensual,9,Básico,0,,0,0,1,18347.0,Débito automático,0,1,3,6.2,Sí,6.0,411634.0,0,0
CTL-21842,Valparaíso,35.0,Masculino,Anual,20,Estándar,1,200.0,1,0,2,30268.0,Débito automático,13,1,3,7.3,No,23.0,394532.0,1,0
CTL-21843,Valparaíso,57.0,Masculino,Anual,29,Básico,1,100.0,0,0,1,12632.0,Efectivo,2,0,1,5.6,No,25.0,717566.0,0,0
CTL-21844,Maule,41.0,Masculino,Mensual,91,Básico,1,200.0,1,0,2,22519.0,Débito automático,1,1,3,,No,3.0,2277771.0,0,0
CTL-21845,Antofagasta,50.0,Femenino,Mensual,24,Estándar,1,50.0,1,1,3,44381.0,Débito automático,4,2,1,5.2,Sí,23.0,626223.0,error,0
CTL-21846,Metropolitana,65.0,Femenino,Mensual,3,Básico,1,50.0,0,1,2,26980.0,WebPay,5,0,0,3.5,No,32.0,,0,0
CTL-21847,Metropolitana,45.0,Femenino,Mensual,13,Básico,1,1000.0,0,1,2,24593.0,Débito automático,1,2,1,7.8,No,,1128953.0,0,0
CTL-21848,Metropolitana,34.0,Femenino,Mensual,8,Premium,1,200.0,0,0,1,42499.0,Débito automático,7,2,0,7.0,No,31.0,501885.0,1,0
CTL-21849,Coquimbo,48.0,Masculino,Mensual,9,Estándar,0,,0,0,1,29051.0,Transferencia,16,1,2,6.6,No,0.0,823519.0,0,0
CTL-21850,Maule,34.0,Femenino,Anual,20,Premium,1,500.0,1,0,2,53005.0,Cheque,4,1,2,6.7,No,35.0,437361.0,0,1
CTL-21851,Metropolitana,34.0,Masculino,Anual,11,Premium,1,100.0,1,1,3,56534.0,WebPay,13,0,1,3.8,No,24.0,595574.0,1,0
CTL-21852,O'Higgins,20.0,Masculino,Mensual,10,Premium,1,500.0,1,0,2,45405.0,Efectivo,2,2,3,3.3,No,13.0,607167.0,0,1
CTL-21853,Los Lagos,54.0,Femenino,Mensual,97,Básico,1,500.0,1,0,2,16648.0,WebPay,12,2,2,3.3,Sí,0.0,879586.0,0,0
CTL-21854,Los Lagos,36.0,Masculino,Anual,25,Estándar,1,100.0,1,0,2,34026.0,Débito automático,0,2,5,6.3,No,15.0,349754.0,0,0
CTL-21855,Coquimbo,44.0,Femenino,Mensual,9,Estándar,1,200.0,1,0,2,26334.0,Débito automático,5,3,1,2.6,No,27.0,612929.0,0,0
CTL-21856,Metropolitana,27.0,Masculino,Mensual,10,Premium,1,100.0,0,1,2,50991.0,Efectivo,6,3,4,5.2,No,12.0,1939574.0,1,0
CTL-21857,O'Higgins,48.0,Femenino,Mensual,47,Estándar,1,100.0,0,1,2,32246.0,Débito automático,2,2,1,6.6,Sí,2.0,1235734.0,0,0
CTL-21858,Valparaíso,31.0,Masculino,Mensual,61,Básico,0,,1,1,2,25486.0,Transferencia,1,2,4,6.1,No,28.0,611428.0,0,0
CTL-21859,Los Lagos,40.0,Prefiero no decir,Mensual,32,Estándar,1,200.0,1,1,3,37381.0,Débito automático,3,1,1,3.1,Sí,3.0,624835.0,desconocido,1
CTL-21860,Araucanía,54.0,Masculino,Anual,16,Básico,1,100.0,1,1,3,24814.0,WebPay,4,1,2,4.6,No,16.0,200000.0,0,0
CTL-21861,O'Higgins,53.0,Femenino,Mensual,41,Premium,1,50.0,0,0,1,46495.0,Débito automático,5,1,1,6.2,No,15.0,1155955.0,1,0
CTL-21862,Maule,41.0,Femenino,Bianual,78,Estándar,1,200.0,1,1,3,45654.0,WebPay,4,0,2,4.7,No,28.0,474894.0,0,0
CTL-21863,Metropolitana,18.0,Femenino,Bianual,6,Estándar,0,,0,1,1,21432.0,Transferencia,4,1,1,4.9,Sí,24.0,417539.0,3,0
CTL-21864,Biobío,80.0,Femenino,Anual,56,Básico,1,100.0,1,1,3,31914.0,Transferencia,6,1,2,6.9,No,27.0,1300549.0,2,0
CTL-21865,Atacama,66.0,Femenino,Mensual,53,Estándar,1,1000.0,1,1,3,42049.0,WebPay,17,N/A,5,10.0,Sí,34.0,1062090.0,0,0
CTL-21866,Antofagasta,52.0,Femenino,Mensual,13,Estándar,1,200.0,0,1,2,31648.0,Transferencia,5,1,1,3.7,No,31.0,,0,0
CTL-21867,Metropolitana,31.0,Femenino,Mensual,10,Estándar,1,500.0,1,0,2,31040.0,WebPay,31,1,2,9.2,Sí,18.0,,1,0
CTL-21868,Metropolitana,40.0,Masculino,Mensual,24,Premium,1,50.0,1,0,2,48011.0,Transferencia,3,2,2,7.0,No,20.0,997653.0,2,0
CTL-21869,Metropolitana,34.0,Femenino,Bianual,9,Premium,1,1000.0,1,1,3,46676.0,Efectivo,2,3,2,9.5,Sí,8.0,,0,0
CTL-21870,Araucanía,59.0,Femenino,Mensual,5,Estándar,1,1000.0,1,0,2,33779.0,Débito automático,7,2,1,6.5,Sí,35.0,749936.0,0,0
CTL-21871,O'Higgins,45.0,Femenino,Anual,86,Premium,0,,1,1,2,56625.0,Débito automático,2,0,4,7.3,No,8.0,630822.0,0,0
CTL-21872,Metropolitana,31.0,Masculino,Anual,19,Básico,1,1000.0,0,1,2,20072.0,WebPay,5,5,0,6.2,Sí,12.0,317068.0,0,0
CTL-21873,Biobío,35.0,Femenino,Anual,18,Estándar,1,200.0,0,1,2,29841.0,Débito automático,1,3,1,4.9,No,2.0,555227.0,0,0
CTL-21874,Los Lagos,57.0,Masculino,Mensual,4,Estándar,0,,0,0,1,23179.0,Débito automático,2,0,3,4.9,No,6.0,500789.0,2,0
CTL-21875,Araucanía,,Femenino,Anual,20,Estándar,1,500.0,1,0,2,29146.0,Efectivo,8,2,2,7.7,No,18.0,365898.0,0,0
CTL-21876,Biobío,63.0,Masculino,Bianual,39,Básico,0,,0,0,1,19240.0,Débito automático,35,0,N/A,9.1,Sí,10.0,,2,0
CTL-21877,Biobío,52.0,Femenino,Mensual,8,Básico,1,100.0,0,1,2,23965.0,Efectivo,3,1,2,7.3,No,11.0,256393.0,3,0
CTL-21878,Biobío,38.0,Femenino,Mensual,13,Estándar,1,100.0,1,0,2,36039.0,WebPay,3,1,3,6.6,No,23.0,913270.0,0,0
CTL-21879,Metropolitana,18.0,,Mensual,6,Básico,0,,1,0,1,16550.0,WebPay,4,0,1,6.0,No,19.0,1159532.0,2,0
CTL-21880,Biobío,46.0,Femenino,Mensual,13,Básico,1,200.0,1,0,2,21292.0,Débito automático,0,0,1,4.5,Sí,0.0,367803.0,0,0
CTL-21881,Araucanía,41.0,Masculino,Mensual,56,Básico,1,500.0,1,0,2,29093.0,Débito automático,3,0,3,8.5,No,32.0,597507.0,3,0
CTL-21882,Los Lagos,43.0,Femenino,Mensual,8,Estándar,1,200.0,1,0,2,27331.0,Efectivo,14,2,1,5.8,Sí,16.0,335806.0,0,1
CTL-21883,Maule,42.0,Femenino,Mensual,1,Básico,1,100.0,1,0,2,27961.0,WebPay,16,1,3,8.3,No,24.0,752211.0,0,0
CTL-21884,O'Higgins,23.0,Masculino,Anual,22,Premium,0,,1,0,1,44291.0,Débito automático,35,0,2,6.9,No,,397891.0,0,0
CTL-21885,Metropolitana,49.0,Femenino,Mensual,25,Premium,1,100.0,1,0,2,48979.0,Débito automático,5,1,3,4.6,No,25.0,483445.0,0,0
CTL-21886,Valparaíso,50.0,Femenino,Anual,12,Básico,1,200.0,1,1,3,27361.0,Débito automático,20,1,2,3.2,Sí,19.0,939920.0,0,0
CTL-21887,Metropolitana,51.0,Masculino,Mensual,29,Estándar,1,200.0,1,1,3,42903.0,Transferencia,25,0,0,6.2,No,10.0,514104.0,3,1
CTL-21888,Metropolitana,55.0,No binario,Anual,2,Básico,1,1000.0,1,1,3,34450.0,Transferencia,5,0,2,3.7,No,15.0,,2,0
CTL-21889,Araucanía,50.0,Femenino,Mensual,12,Premium,1,200.0,1,0,2,49625.0,Transferencia,0,1,2,6.4,No,14.0,277456.0,1,0
CTL-21890,Atacama,36.0,Masculino,Anual,5,Básico,1,200.0,1,1,3,21568.0,WebPay,1,0,2,7.0,Sí,6.0,759069.0,1,0
CTL-21891,Metropolitana,41.0,,Mensual,8,Básico,1,500.0,1,1,3,25327.0,Débito automático,8,3,0,4.2,Sí,14.0,523797.0,3,0
CTL-21892,Valparaíso,43.0,Femenino,Mensual,14,Premium,1,500.0,1,1,3,54846.0,Transferencia,12,0,2,7.5,Sí,7.0,514548.0,0,0
CTL-21893,O'Higgins,43.0,Masculino,Bianual,20,Básico,1,50.0,1,1,3,29460.0,Transferencia,13,2,5,7.6,Sí,29.0,230274.0,0,0
CTL-21894,Metropolitana,55.0,Masculino,Anual,3,Estándar,1,100.0,1,1,3,38844.0,Débito automático,3,0,3,9.3,No,29.0,242430.0,0,0
CTL-21895,Biobío,51.0,Masculino,Mensual,3,Premium,1,1000.0,0,0,1,40043.0,Débito automático,22,0,4,5.5,Sí,29.0,200000.0,0,0
CTL-21896,Araucanía,71.0,Femenino,Bianual,32,Premium,1,1000.0,1,1,3,52653.0,WebPay,0,1,1,5.4,No,9.0,1002733.0,0,0
CTL-21897,Maule,72.0,Femenino,Mensual,15,Básico,1,50.0,1,1,3,31894.0,Transferencia,11,0,3,9.5,No,29.0,1180655.0,0,0
CTL-21898,Metropolitana,43.0,Masculino,Mensual,6,Premium,1,100.0,0,1,2,46470.0,Transferencia,16,1,1,9.2,Sí,34.0,269851.0,3,0
CTL-21899,Valparaíso,18.0,Femenino,Anual,8,Básico,0,,1,0,1,20058.0,WebPay,25,4,1,7.7,No,10.0,301786.0,0,0
CTL-21900,O'Higgins,59.0,No binario,Mensual,36,Estándar,0,,1,1,2,32548.0,Efectivo,0,2,4,10.0,Sí,18.0,412745.0,0,0
CTL-21901,Biobío,34.0,Prefiero no decir,Mensual,2,Estándar,1,500.0,1,0,2,39145.0,Transferencia,3,1,3,3.4,No,32.0,583634.0,1,0
CTL-21902,Metropolitana,30.0,Femenino,Mensual,20,Básico,1,100.0,1,1,3,32698.0,Efectivo,3,2,1,,Sí,25.0,669521.0,0,0
CTL-21903,O'Higgins,36.0,,Mensual,13,Estándar,1,200.0,1,1,3,39394.0,Cheque,0,0,3,4.4,No,28.0,696368.0,0,0
CTL-21904,Metropolitana,35.0,Masculino,Mensual,47,Estándar,1,500.0,0,0,1,24705.0,WebPay,4,1,1,8.7,No,27.0,349480.0,1,0
CTL-21905,Araucanía,50.0,Masculino,Mensual,44,Premium,1,200.0,1,0,2,52967.0,WebPay,13,1,2,10.0,No,28.0,,2,0
CTL-21906,Metropolitana,20.0,Masculino,Bianual,33,Básico,1,50.0,1,0,2,19822.0,Cheque,13,0,3,10.0,No,14.0,404874.0,0,0
CTL-21907,Antofagasta,26.0,Femenino,Mensual,14,Básico,1,200.0,0,1,2,26581.0,Transferencia,9,3,3,6.1,Sí,7.0,506670.0,0,1
CTL-21908,Valparaíso,46.0,Femenino,Mensual,28,Estándar,1,50.0,1,1,3,35598.0,Transferencia,10,1,1,8.3,Sí,7.0,307956.0,0,0
CTL-21909,Valparaíso,50.0,Masculino,Anual,29,Estándar,1,200.0,0,1,2,32743.0,Débito automático,7,0,3,5.2,No,,554852.0,0,0
CTL-21910,Metropolitana,,Femenino,Mensual,12,Estándar,1,100.0,1,0,2,28604.0,Débito automático,16,1,1,3.6,No,22.0,,0,0
CTL-21911,Valparaíso,30.0,Femenino,Mensual,60,Básico,1,50.0,1,0,2,19910.0,Transferencia,9,2,3,5.2,Sí,3.0,523533.0,2,0
CTL-21912,Los Lagos,28.0,Masculino,Bianual,118,Básico,1,100.0,1,1,3,29545.0,Cheque,3,2,1,7.0,No,27.0,739367.0,0,0
CTL-21913,Atacama,34.0,Masculino,Bianual,11,Básico,1,100.0,1,1,3,30392.0,Débito automático,11,1,0,4.1,No,25.0,600207.0,0,0
CTL-21914,Valparaíso,45.0,Masculino,Mensual,46,Estándar,1,1000.0,0,0,1,25975.0,Efectivo,14,0,5,3.1,No,8.0,866824.0,0,0
CTL-21915,Valparaíso,62.0,Prefiero no decir,Bianual,20,Premium,0,,1,0,1,42821.0,Débito automático,1,1,2,9.1,No,32.0,,0,1
CTL-21916,Araucanía,18.0,Femenino,Bianual,18,Básico,0,,1,1,2,26831.0,Transferencia,18,2,0,5.3,No,,863410.0,0,0
CTL-21917,Coquimbo,38.0,Femenino,Anual,14,Estándar,1,100.0,1,0,2,32642.0,Débito automático,2,0,0,5.6,No,,709587.0,2,0
CTL-21918,Biobío,23.0,Masculino,Mensual,10,Estándar,1,1000.0,0,1,2,32805.0,WebPay,8,2,2,4.6,No,17.0,,0,0
CTL-21919,Valparaíso,18.0,Femenino,Mensual,71,Estándar,0,,1,1,2,32380.0,WebPay,2,0,1,3.4,Sí,14.0,313705.0,0,0
CTL-21920,Valparaíso,55.0,Masculino,Mensual,38,Estándar,1,50.0,0,0,1,26426.0,Débito automático,4,0,1,6.5,No,4.0,401639.0,1,1
CTL-21921,Araucanía,49.0,Masculino,Anual,17,Estándar,1,500.0,1,1,3,31818.0,Débito automático,1,1,1,6.7,No,6.0,704822.0,0,0
CTL-21922,Metropolitana,48.0,,Anual,39,Estándar,1,200.0,1,1,3,33016.0,Transferencia,2,1,0,5.9,No,24.0,407029.0,0,0
CTL-21923,Maule,54.0,Masculino,Anual,36,Premium,1,200.0,0,1,2,49234.0,Transferencia,5,1,3,7.3,No,,444540.0,2,0
CTL-21924,Valparaíso,35.0,Femenino,Mensual,9,Estándar,1,200.0,1,1,3,36684.0,Transferencia,1,2,1,8.4,Sí,29.0,700076.0,0,0
CTL-21925,O'Higgins,35.0,Masculino,Mensual,6,Básico,0,,0,0,1,16878.0,Débito automático,desconocido,0,2,5.1,No,35.0,240017.0,2,1
CTL-21926,Metropolitana,,Femenino,Mensual,51,Premium,1,500.0,1,0,2,49477.0,Débito automático,8,1,0,5.2,Sí,,,3,0
CTL-21927,Biobío,38.0,Masculino,Anual,47,Básico,1,100.0,0,0,1,21126.0,Débito automático,3,0,1,8.0,No,29.0,410563.0,1,0
CTL-21928,Biobío,52.0,Masculino,Mensual,120,Premium,1,200.0,1,0,2,42445.0,Efectivo,15,3,2,3.4,No,15.0,335853.0,2,0
CTL-21929,Maule,42.0,Femenino,Anual,1,Estándar,1,200.0,0,0,1,27881.0,Débito automático,3,0,1,5.5,No,11.0,466284.0,0,0
CTL-21930,Metropolitana,18.0,Masculino,Anual,22,Estándar,1,200.0,0,0,1,20864.0,Débito automático,21,2,2,4.0,No,35.0,605375.0,2,0
CTL-21931,Biobío,18.0,Masculino,Mensual,34,Estándar,1,200.0,0,0,1,28497.0,WebPay,9,1,1,8.5,Sí,4.0,594736.0,0,0
CTL-21932,Biobío,33.0,Masculino,Mensual,25,Básico,1,500.0,0,0,1,15153.0,Débito automático,2,2,2,8.1,No,14.0,446416.0,error,0
CTL-21933,Biobío,56.0,Femenino,Mensual,35,Básico,1,500.0,1,0,2,18713.0,Débito automático,4,2,3,5.1,No,14.0,716386.0,0,0
CTL-21934,Maule,53.0,Femenino,Bianual,5,Estándar,1,100.0,0,0,1,31679.0,Débito automático,0,2,0,7.5,No,33.0,555574.0,1,0
CTL-21935,Maule,54.0,Masculino,Mensual,1,Estándar,1,100.0,0,0,1,25141.0,Efectivo,1,0,2,7.2,No,28.0,373496.0,0,0
CTL-21936,O'Higgins,28.0,Femenino,Mensual,3,Premium,1,100.0,0,0,1,43536.0,WebPay,7,0,0,8.0,No,17.0,339318.0,2,1
CTL-21937,Metropolitana,64.0,Femenino,Anual,14,Estándar,1,500.0,1,1,3,34980.0,Débito automático,10,N/A,3,7.0,Sí,15.0,661660.0,0,0
CTL-21938,Los Lagos,28.0,Femenino,Mensual,12,Básico,1,1000.0,0,0,1,15910.0,Efectivo,1,0,0,8.7,No,0.0,325277.0,0,0
CTL-21939,Biobío,44.0,Masculino,Mensual,59,Básico,1,50.0,0,0,1,15643.0,Efectivo,3,1,0,1.0,No,27.0,481244.0,0,0
CTL-21940,Metropolitana,41.0,Femenino,Anual,3,Premium,1,100.0,1,0,2,48187.0,Débito automático,4,1,3,5.3,No,24.0,291518.0,0,0
CTL-21941,Metropolitana,39.0,Masculino,Anual,17,Premium,1,200.0,1,0,2,45348.0,Transferencia,3,2,2,6.0,Sí,17.0,851808.0,0,0
CTL-21942,Valparaíso,60.0,Masculino,Mensual,89,Estándar,1,200.0,0,0,1,24483.0,Efectivo,8,0,2,8.0,No,20.0,1151253.0,0,0
CTL-21943,O'Higgins,32.0,Masculino,Mensual,20,Estándar,1,500.0,0,0,1,29135.0,WebPay,12,1,0,7.2,No,19.0,364705.0,0,0
CTL-21944,Araucanía,23.0,Femenino,Anual,4,Premium,1,50.0,0,0,1,40869.0,Débito automático,1,1,1,7.1,No,3.0,995911.0,2,0
CTL-21945,O'Higgins,42.0,Femenino,Anual,10,Básico,0,,0,1,1,19271.0,Débito automático,4,0,2,8.1,Sí,20.0,1487839.0,0,0
CTL-21946,Biobío,36.0,Femenino,Mensual,28,Básico,1,50.0,1,0,2,22012.0,Débito automático,6,2,2,4.1,No,31.0,301104.0,0,0
CTL-21947,Valparaíso,80.0,Femenino,Anual,1,Estándar,1,100.0,1,1,3,28482.0,WebPay,30,2,1,6.6,No,25.0,1000268.0,0,0
CTL-21948,Metropolitana,51.0,Femenino,Bianual,97,Básico,1,100.0,0,1,2,28161.0,WebPay,6,3,5,4.8,No,5.0,597637.0,1,0
CTL-21949,Valparaíso,36.0,Femenino,Mensual,24,Estándar,1,,1,0,2,31605.0,Débito automático,0,2,7,6.7,Sí,0.0,200000.0,1,0
CTL-21950,Valparaíso,27.0,Masculino,Mensual,35,Básico,1,100.0,1,0,2,17373.0,Débito automático,10,2,2,6.4,No,17.0,874538.0,0,1
CTL-21951,Metropolitana,18.0,Masculino,Anual,20,Básico,1,100.0,1,1,3,23994.0,Cheque,0,1,2,6.0,Sí,9.0,214044.0,1,1
CTL-21952,Metropolitana,27.0,Masculino,Mensual,89,Estándar,1,500.0,0,0,1,29546.0,Transferencia,1,0,3,6.3,No,29.0,543781.0,3,0
CTL-21953,Biobío,43.0,Masculino,Anual,25,Estándar,0,,0,1,1,27584.0,Transferencia,2,0,3,10.0,Sí,20.0,625996.0,1,0
CTL-21954,Araucanía,61.0,Femenino,Bianual,31,Básico,1,500.0,1,1,3,29018.0,WebPay,desconocido,0,2,4.5,No,1.0,1118678.0,1,0
CTL-21955,Atacama,57.0,Femenino,Anual,56,Básico,1,200.0,1,1,3,32687.0,Transferencia,13,1,2,5.3,No,21.0,426816.0,0,0
CTL-21956,Antofagasta,45.0,Femenino,Mensual,56,Básico,1,50.0,1,1,3,32922.0,Débito automático,4,2,5,7.2,Sí,14.0,,0,0
CTL-21957,Maule,37.0,Masculino,Anual,1,Básico,1,100.0,0,0,1,17150.0,Débito automático,5,3,0,7.7,No,21.0,305516.0,2,0
CTL-21958,Valparaíso,45.0,Femenino,Mensual,10,Estándar,1,50.0,1,1,3,35666.0,WebPay,10,3,1,5.9,No,16.0,316220.0,0,0
CTL-21959,Maule,34.0,Masculino,Mensual,8,Básico,0,,1,1,2,20080.0,Transferencia,16,2,3,4.3,No,20.0,587736.0,1,0
CTL-21960,O'Higgins,66.0,No binario,Mensual,1,Básico,1,100.0,1,0,2,21382.0,Débito automático,21,1,5,6.2,No,23.0,369729.0,0,0
CTL-21961,Metropolitana,39.0,Masculino,Bianual,59,Premium,1,500.0,1,0,2,46122.0,Cheque,0,1,1,4.4,Sí,8.0,,3,0
CTL-21962,Valparaíso,40.0,Femenino,Mensual,11,Básico,1,50.0,1,0,2,24367.0,WebPay,18,0,1,7.5,Sí,,943801.0,0,0
CTL-21963,Los Lagos,18.0,Femenino,Bianual,12,Premium,1,50.0,1,0,2,47434.0,WebPay,9,2,3,7.6,No,17.0,336956.0,0,0
CTL-21964,Valparaíso,39.0,Femenino,Mensual,3,Estándar,1,1000.0,1,1,3,39961.0,Efectivo,1,0,2,4.4,No,31.0,420329.0,0,0
CTL-21965,Biobío,53.0,Masculino,Anual,120,Básico,1,200.0,1,0,2,22463.0,Débito automático,23,0,0,5.9,No,0.0,1274165.0,2,0
CTL-21966,Biobío,27.0,Masculino,Mensual,50,Básico,1,200.0,1,0,2,17584.0,Débito automático,1,0,3,6.3,No,2.0,491819.0,0,0
CTL-21967,Metropolitana,31.0,Masculino,Mensual,24,Premium,1,500.0,1,0,2,49360.0,Débito automático,3,2,3,10.0,No,,666974.0,0,0
CTL-21968,Valparaíso,53.0,Masculino,Bianual,42,Estándar,1,200.0,1,1,3,36480.0,WebPay,4,0,3,4.1,Sí,10.0,363767.0,0,0
